Latitude,Longitude,NumMosquitos,NumTrapGroups,DailyPrecip,Wind_AvgSpeed,IsSprayed,Tavg,AnnualPrecip,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Month_6,Month_7,Month_8,Month_9,Month_10
0.7332534916010516,-1.087213235769676,-0.6022489322199628,-0.14773236988487728,1.1784753041446718,0.8176449321125063,-0.14578681463216406,0.5464974193455493,-0.12809427241028606,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.6629120163855796,-1.2701615494124705,-0.24488188813531356,-0.14773236988487728,-0.11302304549869546,0.8176449321125063,-0.14578681463216406,0.018145354449790957,1.2488614201314274,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.2128424791167212,-2.3526888403564192,-0.26721732839060414,1.5715356579341078,-0.3911919208064977,0.06045426149156054,-0.14578681463216406,-0.5762507185579372,1.2488614201314274,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8119064244125901,-0.06390655544801031,-0.24488188813531356,-0.14773236988487728,-0.3911919208064977,-0.49747570633439975,-0.14578681463216406,1.4050695248011567,-1.7376719138778678,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.370411901719065,-0.6285508680473264,-0.5129071711988005,-0.14773236988487728,-0.3911919208064977,-1.0155535336013628,-0.14578681463216406,0.6785854355694889,0.29648257025433883,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3038062193901502,0.7809573354721544,-0.6915906932411251,-0.14773236988487728,-0.3911919208064977,-0.49747570633439975,-0.14578681463216406,1.4050695248011567,-1.7376719138778678,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.6280660186272422,0.3213097597823903,-0.33422364915647584,-0.14773236988487728,-0.3911919208064977,0.3394192454045407,-0.14578681463216406,0.018145354449790957,-1.7376719138778678,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4748170479349567,0.4753746593581123,-0.6022489322199628,-0.14773236988487728,0.7612219911829684,2.531286976149384,-0.14578681463216406,1.669245557249036,-0.12809427241028606,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.5520867265872138,1.917550917306847,-0.5129071711988005,-0.14773236988487728,-0.033546223982180594,2.1726177111184097,-0.14578681463216406,0.8106734517934285,0.29648257025433883,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.20020950104124294,0.48748550851760486,0.201826916970498,-0.14773236988487728,-0.3911919208064977,1.1364620565844838,-0.14578681463216406,-1.1046027834536956,1.2488614201314274,0.0,1.0,0.0,1.0,0.0,0.0,0.0
